,question_text,topics,answer_text,q_token_count,a_token_count,a_text_length,predicted_tf_type,proba_F,proba_T
1736,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,finding the right therapist can be difficult especially if youve never tried it before things to consider are location availability and what specifically are you looking for some practitioners specifically only work with a certain type of issue ie eating disorders adolescents anger management life transitions anxietyetc and others can work with a variety of concerns as far as training your therapist you cant you simply let them know what you are looking to work on or what you think may be an issue for you depending on the way they practicetheir style of working with clients is how they will then decide to make a treatment plan that works best for you you can always ask them their specialty practice population the problems they generally help others with and what type of mental health provider they are psychologist social worker licensed mental health counselor,1,1,872,F,0.5802138802735519,0.419786119726448
1737,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,choosing the right therapist can sometimes feel a bit overwhelming i know many people come to therapy with hesitations and potential fears but a therapist should be there to help you along the way and support you as you build a trusting and collaborative relationship you wont have to train your therapist to give you what you need through open dialogue and feedback you and your therapist together can determine what works best for you but do remember that being able to trust your therapist to guide and support you is key so if youre having a hard time connecting with your therapist after  sessions you will want to bring it up to them so you can discuss any barriers and if needed request a referral for another therapist,1,1,726,F,0.7220437300735698,0.27795626992643024
1738,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,counselors do not expect to gain your trust during the first session trust is earned and gained through the therapeutic process you may know you have the right therapist if you feel a lack of judgement or even unconditional positive regard for the choices you make in therapy good counselors will keep you accountable for your actions without making you feel ashamed of the choice you madecounselors already have the training to give you what you need in treatment and if they dont they are ethically obligated to refer you to a provider that does that being said the first few visits with your counselor will be goal oriented creating realistic and obtainable goals that will allow you and your therapist to see positive change when it is made,1,1,744,F,0.6405990024103873,0.35940099758961275
1739,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,you will know you have the right therapist when you feel at ease and comfortable to share deep feelingsyou do not hold back and feel total acceptance and validation by your therapist listen to your feelings and letthem guide your decisionyour therapist and you will work together to decide what is best for you with regards to the type of treatment frequency andduration it is about collaborating and deciding together on the treatment plan that will help you to achieve your counseling goals,1,1,492,F,0.6094171688607264,0.39058283113927367
1740,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,the most important thing is it has to feel right  while that sounds vague and not very scientific it is the most important part of therapy  us counselors call it therapeutic rapport and without it therapy is not very effective  you want to know you can trust your therapist that you are not being judged that they respect your privacy that you feel comfortable talking to them about the good and the bad  you want to feel heard and know you therapist is genuine  not all therapist are a good fit for everyone  go with your gut  as an added note i recommend going with a therapist who has done their own therapy,1,1,610,F,0.7361368595745068,0.26386314042549325
1741,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,what an important question i think one of the first things to assess is this do you feel comfortable with your therapist do you feel like you can talk openly about whats going on in your life without feeling judged do you experience your therapy as a safe space to process your thoughts and feelings feeling comfortable with your therapist is a crucial factor once you feel comfortable with your therapist you can have a conversation about what works for you in therapy tell your therapist what is helpful and what you dont find helpful a skilled therapist can shift his or her style and techniques to meet your individual needs and this may be an ongoing conversation that the two of you have during therapy oftentimes there is just an x factor between client and therapist that either makes the relationship work or can make it feel like something is missing this is no ones fault its just that not every therapist will be a perfect match for every client if you feel uncomfortable with your therapist or feel like that x factor is missing it is a good idea to keep searching for therapist who is right for you,1,1,1112,F,0.7059133032695724,0.29408669673042764
1742,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,this is a great question finding the right therapist can be tricky because you dont really know how someone will be like until you meet them a few ways to prescreen are to visit the therapists website psychologytoday profile social media etc have a phone call with the therapist prior to your first appointmentonce you meet your therapist it is important to be clear with your wishes and expectations we are trained in helping you thrive in your life but we cannot mind read so if you dont tell us we wont know dont be shy about what you like and what you dont like a good therapist will listen to your needs process them with you and create a customized plan that works for you and your life a good therapist will also not take anything you say even criticism personally coming to therapy is hard and often times you might not want to go what makes a good therapist is someone who understands this and tries to make you feel as comfortable as possible while you address uncomfortable topics,1,1,991,F,0.7070032620305078,0.29299673796949216
1743,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,i believe that the right counsellor will help you feel empowered supported and understood you should feel comfortable opening up and not be concerned that they will judge you for what you say or decide to do i find this important to let my clients know during intake that they will never be judged for the decisions they decide to take while going over options in sessions together with me in terms of what you need from treatment please feel comfortable to open up to your therapist and tell them what you need from them for example do you prefer them to challenge you with questions listen to your story and ask questions throughout or near the end give you work to do outside of sessions the therapy sessions will work best for you if you can help them support you in what will work for youit can sometimes take a few trials of different therapists to find the right one so please do not give up if you feel disheartened you should feel proud of yourself for taking the first big step in asking for help that is not easy to do and you are on the right track already,1,1,1068,F,0.691788727377866,0.30821127262213405
1744,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,good questionthe clients job is to concentrate on stating the details of their problem and to thoughtfully engage in a dialogue about these areas with the therapistthe most difficult job for a client is willingness to selfexamine hold oneself accountable for relationship and life situations and honestly feel the difficult often painful feelings and insecurities which troubling situations createthe client doesnt train the therapistif you feel you are with a therapist who requires you to train them then politely decline continuing to pay for their servicesthen find yourself a different therapist who feels secure and knowledgeable enough in their skills to not require training by their client,1,1,698,T,0.4676066803494022,0.5323933196505978
1745,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,thinking whether or not you have the right therapist can be overwhelming if you are not sure what you want or need but think of this you feel safe and comfortable that you share what youve never told anybody you feel understood and listened to you feel their support  you trust them do you believe they can help you if you do not then that might make it hard for you to want to open upas far as how would you how to train your therapist to help you if you know what you need all you have to do is share this with your therapist  if you dont know then therapy is a collaborative process so both you and your therapist will work together to figure out your needs and how to best meet them,1,1,686,F,0.7702027590851448,0.22979724091485515
1746,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,the right therapist is a combination of expertise in the areas where you require and fit as far as how comfortable you feel in speaking and sharing with that person  people generally are quite good at determining whether or not someone fits well with their personality and style and another key to know whether therapy is working is to ask yourself  do i see that changes have come about since working with this therapist  do i feel better am i reaching goals that i set at the onset of therapy  are difficult situations becoming easier by how i handle them training a therapist really isnt necessary as all it requires is open and honest communication in order to give effective feedback that will in turn be helpful to you and your goals,1,1,739,F,0.6215733418130451,0.37842665818695487
1747,"how do you know you have the right therapist for you
 how would i know how to train my therapist to be able to give me what i need from treatment",counselingfundamentals,you have the right therapist if you feel safe with that person safety consists of feeling that who you are and what you say is valued the right therapist is not an all knowing person you must obey he or she is a person with skilled knowledge who respects you as a partner in your self discovery the right therapist is also one who is kind,1,1,338,F,0.6258553123932806,0.3741446876067194
1748,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely its normal to cry in therapy sessions sometimes clients have stories they never shared with anyone or never said out loud and that results to crying crying is a normal reaction to feeling hurt or sad or sometimes angry i welcome all crying to my therapy room,1,1,269,F,0.5419896714150385,0.45801032858496143
1749,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is generally very normal to cry in therapy and for many reasons therapy should be a safe space to explore emotions as they come up and how you cope with these emotions i would encourage you to talk with your therapist about crying and to explore your experience of emotionsfeelings sometimes people will apologize for crying however emotions and expression of emotions is part of being human there is no right or wrong emotion to have how we express and cope with emotions is more of something to explore in therapy if it is hindering your life either extreme of keeping emotions in and avoiding or feeling like your emotions run your lifestruggle to regulate your emotions is something to explore in therapy as this is often the most distressing and troublesome for people hopefully this provides some insight,1,1,813,F,0.6551579507112313,0.34484204928876877
1750,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes it is absolutely normal  a good therapist can help your feel safe enough to really identify painful wounds  there are some things that need to be cried about before they can heal  therapists are fine with tears and buy tissues by the case  that said if you dont cry during therapy it doesnt mean you are doing it wrong  as long as you feel safe and have a sense that your therapist gets you and you feel progress during your course of treatment you are doing therapy right,1,1,476,F,0.7272559306102413,0.2727440693897587
1751,is it normal for people to cry during therapy or is it just me,counselingfundamentals,"yes it is very normal to cry in therapy often times this is
a time when you can let your guard down you can feel safe in this environment
and allow yourself to feel all your feelings feelings are valid  we often hold our feelings tears inside and
once we feel safe our bodies feel safe to release them",1,1,304,F,0.6657966679100547,0.3342033320899454
1752,is it normal for people to cry during therapy or is it just me,counselingfundamentals,crying is a natural emotional you are not alone crying can help you to feel relieved therapy is your journey and there is no right or wrong emotion to feel while you are healing therapy is a place where you do not have to feel alone it is also a place where you address things that you have never faces or suppressed for years if you shed tears while doing that i applaud you for having the courage to be on your therapeutic journey,1,1,432,F,0.6985103242503072,0.30148967574969276
1753,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is completely normal and can be incredibly helpful some times we just need to let things out with a good cry having a nonjudgmental open space to do that be so therapeutic it sounds like you are really putting in the work you are in need of,1,1,243,F,0.6873132527595285,0.3126867472404715
1754,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes its normal to cry it doesnt matter if it happens in the therapy office or at home some people feel like there exposed or open when they do this or even guilt when in front of a therapist but this isnt something to be concerned with they are trained to be understand and empathize with there clients,1,1,302,F,0.5805344540470618,0.4194655459529381
1755,is it normal for people to cry during therapy or is it just me,counselingfundamentals,therapy often brings up big emotions  and generally ones that we may have been pushing down for a long time crying is one of the ways that our body deals with a sudden change in emotions its a bodily function just like any other theres no normal way to be in therapy but crying is a frequent occurrence in the office its why most therapists have a tissue box close to where you sit,1,1,381,F,0.5820433700424048,0.41795662995759514
1756,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely it is very normal to cry during a therapy session during a session lots of different feelings will come up when sadness and grief show up you are going to feel them in your body and crying is our way of expressing them sometimes we even cry when we feel anger or joy  your therapist should provide a safe place for you to express all your feelings and help you process them it is part of the work of therapy and it sounds like you are doing the work good luck to you,1,1,477,F,0.7230759386370527,0.2769240613629473
1757,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely  therapy is the place to be yourself  the messy self that most people dont get to see  therapy is not a time to be strong by holding in your emotions its a time to be real  be honest with how you feel,1,1,211,F,0.5957246591744355,0.4042753408255645
1758,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is not just you if you are crying during therapy or if you are crying outside of therapy that is a good thing it means that you are allowing yourself to feel your feelings rather than push your feelings to the side and try to get over them when a person allows themselves to cry they are doing important work to work through and get to the route of what they are feeling good for you it is not easy to cry especially in front of others and it takes a strong person to try to work through their feelings by going to therapy,1,1,525,F,0.6628090343595121,0.3371909656404879
1759,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely crying is very normal in therapy for many reasons some people after a good cry feel better  in other words crying can be a stress reliever  to other people who have never spoken about their pain talking about it can trigger raw emotions and can lead to crying to other people  who have never been heard therapy can create an environment of being heard which can be validating and healingif your heart has experienced so much loss it maybe grieving and the  tears are an expression of deep emotional painsometimes your heart can experience so much joy and gratitude that crying maybe the way you express itso if you find yourself crying in therapy do not shame yourself you are not being weak but expressing your emotions in a healthy way,1,1,748,F,0.6004881034133108,0.3995118965866892
1760,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes sirmaam it is ok and often good to do  sometimes there are cathartic moments or a sense of loss emotional memories positive and less positive that come up  the thing is you have a licensed professional to hold space for you and to ensure you are safe  they will attend to you and ensure you are in a decent place before the session ends  we got you,1,1,352,F,0.6440208935393834,0.3559791064606166
1761,is it normal for people to cry during therapy or is it just me,counselingfundamentals,its normal to experience many intense emotions in therapy sometimes those emotions lead to tears so long story short yes its also quite common for emotions like frustration and even anger to be felt during the therapeutic process change and processing is hard allow the emotions to come through naturally and discuss them if it seems like it would be helpful,1,1,358,F,0.5907809723252782,0.4092190276747219
1762,is it normal for people to cry during therapy or is it just me,counselingfundamentals,participating in therapy can be incredibly vulnerable at times and can evoke lots of emotions that may or may not lead to tears it is okay to experience these emotions in and outside of the therapy space  therapy should be a safe place for you to be yourself be in the moment and give freedom toward healing and personal growth,1,1,327,F,0.5850046282117785,0.4149953717882216
1763,is it normal for people to cry during therapy or is it just me,counselingfundamentals,crying  shedding of tears ways crying may benefit your healthdetoxifies the body reflex tears clear debris like smoke and dust from your eyes helps selfsoothe crying may be one of your best mechanisms to selfsoothe dulls pain improves mood rallies support helps you recover from grief restores emotional balance helps baby breathe helps baby sleep ,1,1,348,T,0.42802789142860476,0.5719721085713952
1764,is it normal for people to cry during therapy or is it just me,counselingfundamentals,its not just you crying is one way our bodies attempt to heal there could be many reasons why the tears come but there is nothing wrong or abnormal about crying in therapy just the opposite as many times there is a deep need to mourn or simply let the pain out but not everyone has a good support system in place hopefully therapy would give you a place to allow those feelings to finally surface and then start to feel relief from not having to hold it all inside anymore regardless of if it is a physical injury or emotional pain crying is a normal response to your body wanting to heal be gentle with yourself you deserve care and nurturing allow the tears as much as you need,1,1,679,F,0.6552133932883715,0.3447866067116285
1765,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely in fact it is encouraged to let it out and embrace the hurt  trust me when i say this youre not alone many of my patients cry especially the men after seeing that there is no shame in crying in session it is almost as if theyre seeking permission to be able to let go  my thoughts on crying is that in order for someone to appropriately process the pain hurt and suffering one might be experiencing you have to work through it and let it all out crying is cathartic and healing  therapy is one of the safest places to be vulnerable and peel back the layers of the onion so you can get to the roots of the issues that have been weighing on you let it out and let go so you can move forward and feel the weight lifted off your shoulders,1,1,745,F,0.7063475621344637,0.29365243786553624
1766,is it normal for people to cry during therapy or is it just me,counselingfundamentals,therapy is a safe space where clients can allow themselves to experience feelings that they have not otherwise expressed elsewhere crying is absolutely normal and it allows the client to process their feelings,1,1,209,F,0.5243309674227825,0.47566903257721754
1767,is it normal for people to cry during therapy or is it just me,counselingfundamentals,its normal to cry crying is a very healthy and cathartic process that allows for you to fully experience whatever emotion you feel whether it be tears of joy or tears of sorrow to cry in therapy is quite normal and there shouldnt be anything wrong with it crying is a part of being human its a part of expressing how we feel and it is a beautiful thing,1,1,352,F,0.628516437373813,0.371483562626187
1768,is it normal for people to cry during therapy or is it just me,counselingfundamentals,crying in therapy may or may not be different than crying outside of therapy crying is something described as a sign of weakness however depending on who you ask and your own beliefs crying is actually a sign of strength courage and vulnerability if you are crying or experience tearfulness while in therapy that proves that you were strong enough to share something that may have been difficult or that you waited to do this all week before seeing your therapist again maybe you have been so strong for others that you felt overwhelmed maybe you just needed to let it out because you havent in a while maybe in your therapy session you just experience that aha moment that represents a cry of joy crying is a catharsis that assist with selfsoothing and helps to relieve paincrying is normal continue to let it out and allow your therapist to be there to support you,1,1,866,F,0.7354943445110529,0.26450565548894706
1769,is it normal for people to cry during therapy or is it just me,counselingfundamentals,theres a reason why i tell all of my clients that i have a lifetime supply of tissues in my office yes it is completely normal to cry in therapy many of us go through our days trying to hold it all together keeping our emotions inside so that we dont have a meltdown in the grocery store or a business meeting therapy is a safe place to let those feelings out which means that we see a lot of tears in our work therapy can also involve confronting difficult experiences from our lives that weve been trying to ignore or suppress which can lead to emotional outpourings a competent therapist will be able to support you safely through this process so that you can move forward with your healing we therapists are trained to bear compassionate witness to the full range of human expression so please feel free to let those tears flow in therapy,1,1,842,F,0.695229658156763,0.30477034184323704
1770,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes absolutely it is appropriate to cry during a therapy session or all of them crying is a physical representation of acknowledging expressing and releasing emotion our bodies are very smart and often know what we need to heal the urge to cry is our body telling us it may be time to let some stuff out,1,1,303,F,0.5712017212077366,0.4287982787922634
1771,is it normal for people to cry during therapy or is it just me,counselingfundamentals,your therapy sessions and goals  are for you and about you they are not meant to be compared to anyone elses sessions and goals crying can occur in many different scenarios such as when youre happy relieved have just heard the funniest joke and of course when youre sad all of these feelings are valid and your tears are part of how your body experiences those feelings if youre often sad and working through a lot of sadness in your therapy sessions it is reasonable to expect that you may cry a lot during therapyif youre crying and you arent able to connect it to an emotional experience or feeling that is something to discuss with your therapist it can sometimes be difficult to name our feelings and the behaviors get ahead of our thinking brain to try and communicate for us maybe your tears are trying to tell you something about your feelings either way your therapy sessions should be a safe space for you to cry feel investigate and connect,1,1,951,F,0.7178189934380588,0.2821810065619412
1772,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is quite normal as conversations we have may touch on emotions thoughts and feelings that have been covered up for a long time just as laughter which may also be present in therapy joy sadness reflections these are all emotions and insights that can occur allowing yourself to feel and express yourself in a space of safety is freeing and enlightening not all sessions can have that but those moments are wonderful and continue on ones pattern of growth grab a kleenex and let it out,1,1,486,F,0.6877236384956273,0.3122763615043726
1773,is it normal for people to cry during therapy or is it just me,counselingfundamentals,therapy is a safe place where we address a host of different issues many times things come up that we may have been too busy to address or we have become skilled in avoiding we usually avoid or push away painful experiences when we open ourselves to the healing process of therapy these painful things can be brought forward humans cry for many reasons commonly we cry when something touches us deeply and is related to a strong emotion of sadness hurt confusion happiness relief or some other emotion it would be natural for the body to respond to these emotions through crying as a side note we keep kleenex in every room of our office lobby and common areas httpwwwliferebirthedcom,1,1,684,F,0.6365337979451914,0.3634662020548086
1774,is it normal for people to cry during therapy or is it just me,counselingfundamentals,emotion is the most normal and human activity that any person has the freedom to exercise  therapy is a place to explore freely the deepest most ignored and often denied concerns often time this process will evoke responses that were unexpected but perhaps needed what better place to begin exploring this than with a trained unbiased person crying speaks to the development of connection and is symbolic of acceptance and freedom of what was being held on to which may not have been beneficial,1,1,494,F,0.557782691108639,0.44221730889136096
1775,is it normal for people to cry during therapy or is it just me,counselingfundamentals,are you crying because you are sad perhaps this is your heart breaking open ready to cope with your issues when we are sad and we dont cry maybe its because we are guarded and our ego is trying to protect us,1,1,207,F,0.5230192936995299,0.47698070630047
1776,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it for sure is it is a natural thing considering the act of therapy can be really cathartic and release emotions in a way that it makes sense to cry there is nothing wrong with it at all it is a healthy part of processing strong emotions,1,1,237,F,0.5341834497108531,0.465816550289147
1777,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is absolutely normal to cry at therapy  it is common for a client to cry during a session  crying can be therapeutic especially for someone who is used to not allowing himherself to feel hisher feelings  i create a safe space in order for you to be able to share your tears as well as support you in understanding what your tears mean,1,1,337,F,0.6273471273459361,0.3726528726540639
1778,is it normal for people to cry during therapy or is it just me,counselingfundamentals,oh my absolutely it is i half jokingly tell my clients if i dont make you cry at least x during therapy i am not doing my job  i also let them know i am highly sensitive and may tear up with them but not to worry i cry at a good hallmark commercial  crying in therapy is not only normal it is healthy and expected i keep  tissue boxes in my office all within grabbing distance when you are in there a lot of times you are working on really heavy difficult stuff that maybe you have not shared before and that may stir up emotions and tears  people dont tell you how hard of work therapy is but it truly is hard work if you are doing it right  let the tears flow they are cleansing and can help you heal,1,1,702,F,0.6319811515516723,0.36801884844832766
1779,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is absolutely normal to cry during a therapy session and people do it all the time for a wide variety of reasons  often in therapy youre talking about the heaviest things in your life and the emotions that surface can be beyond your control so dont try to force it let it out  if it is something that you are selfconscious about bring it up in your next session  your therapist should be able to put you at ease  therapy is not always easy and sometimes it can be downright gutwrenching its not just you,1,1,506,F,0.6635782093371014,0.3364217906628985
1780,is it normal for people to cry during therapy or is it just me,counselingfundamentals,the very act of therapy is about purging that which youve been holding on to sometimes while we talk about and let things go crying happens which is a natural emotional response to processing something complex sometimes we get really angry and mad sometimes there is no emotional response all is well keep going,1,1,311,F,0.5641353636561726,0.4358646363438275
1781,is it normal for people to cry during therapy or is it just me,counselingfundamentals,therapy brings people in for many different reasons most of the time it is because something in your life is not right and having someone to talk to that is not a friend or family member can be very helpful we have many emotions some are easy to share in front of others some are not as easy when you step into the therapy room you go in with expectations of some sort even if you did not expect to cry it is quite normal to do so talking about your emotions in the counseling room can be helpful as part of your therapy share with your counselor what it feels like for you to cry in therapy as you explore together you will learn more about the connection between thoughts and feelings,1,1,686,F,0.6357103197985494,0.3642896802014506
1782,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is never out of the ordinary to get emotional during a session  sometimes we will ask clients to talk about some pretty intense topics and that can easily trigger the emotions wired with those topicseven knowing that it can be really tough to experience that level of vulnerability if you are seeing a therapist currently it could help to process how it feels to you to show raw emotion if thats something that concerns youeither way it is awesome that your body was able to let some stress out for you,1,1,505,F,0.7351956733055893,0.2648043266944106
1783,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is normal to cry anytime you want to sometimes the tears dont make sense to us and thats okay it is important to recognize those tears as telling you something about how you are feeling that you may be missing,1,1,212,F,0.6839560852962248,0.3160439147037753
1784,is it normal for people to cry during therapy or is it just me,counselingfundamentals,crying in therapy is a natural response a relief to what you are going through it is an expression of emotions which is why you are going to therapy  to express yourself in a safe nonjudgmental space rather than trying to stop crying sit on the couch with it until it is done and you have finished with the clearing the energy is not blocked is moving  a good thing its good to cry,1,1,381,F,0.6195046778081057,0.3804953221918943
1785,is it normal for people to cry during therapy or is it just me,counselingfundamentals,although not everyone cries in therapy in my opinion crying is a emotion that some express in therapy crying is something that some express when its hard to discuss situations that may have never been discussed when discussing traumatic experiences and at times crying has even happened to some of my past clients when they have had a breakthrough in their therapy process,1,1,372,F,0.5428305861149127,0.4571694138850872
1786,is it normal for people to cry during therapy or is it just me,counselingfundamentals,it is absolutely normal to cry in therapy therapy is a place to be honest about and explore your feelings without feeling judged honesty is the only way you will benefit from therapy and that means being willing to look at your true emotions rather than avoiding them,1,1,267,F,0.5028236607217457,0.49717633927825433
1787,is it normal for people to cry during therapy or is it just me,counselingfundamentals,"absolutely therapy is the best time to have the opportunity
to open up and deal with the range of emotions that may be bothering you
therapy is a safe space to take time out of your normal daily life and
cope with the emotions that are hiding underneath if for some reason you are
not comfortable in therapy you should address this concern with your therapist
or find someone whom you feel more comfortable opening up with and express
yourself comfortably",1,1,461,F,0.6040230760129025,0.3959769239870975
1788,is it normal for people to cry during therapy or is it just me,counselingfundamentals,therapy is such a personal process and often brings many emotions to the forefront so yes it very normal to cry in therapy  often you are talking about your deepest challenges and fears so it is quite typical to expect some tears when making yourself so vulnerable,1,1,264,F,0.5484304119822181,0.4515695880177819
1789,is it normal for people to cry during therapy or is it just me,counselingfundamentals,its absolutely normal  therapy provides a space where you can be free to express yourself and experience all of your emotions fully  crying is a form of release and many people feel like they do not have any other space where they can let out their emotions  crying can be a healthy way to be present with your emotions  while not everyone will cry during a therapy session youre not the first and definitely not the last,1,1,421,F,0.5759732107766664,0.42402678922333364
1790,is it normal for people to cry during therapy or is it just me,counselingfundamentals,dang right its normal and even necessary at timesweeping provides chemical shifts which also shift the experience youre having  not only are their physical detoxification benefits to crying but there are also emotional releases that come with itweeping can be the first step to an unclogging of a blockage so that your energy can flow more smoothly,1,1,348,F,0.5605720204376664,0.4394279795623336
1791,is it normal for people to cry during therapy or is it just me,counselingfundamentals,this is one of those cases where there is no wrong answermany people do cry while others do not some people speak quietly others may yell and some find it painfully difficult to say anything at all in a therapeutic settingmy office has tissues readily on hand and any client who uses them is assured that they are free to express the emotions they feel in a safe space,1,1,368,F,0.5518687447906983,0.44813125520930175
1792,is it normal for people to cry during therapy or is it just me,counselingfundamentals,i love to see tears theres an old saying the eyes are the windows to the soul external emotions are a pretty good indicator of whats going on inside the person and if tears are present that often means the person is processing ie moving forward through their emotions im more concerned when i dont see tears from my clients because that can mean the client is stuck so dont feel bad for crying you are moving through your emotions to a place of healing,1,1,452,F,0.5670237873034785,0.4329762126965216
1793,is it normal for people to cry during therapy or is it just me,counselingfundamentals,cry of course you can crytherapy is a safe place where you can be who you are with no fear of being judged every counselortherapist is dedicated to protect the confidentiality with some exceptions of all that happens in session crying helps to release tension and help secure free emotional space it may provide you with the presence of mind that therapy demands,1,1,362,F,0.5847453760228449,0.415254623977155
1794,is it normal for people to cry during therapy or is it just me,counselingfundamentals,absolutely normal therapy should be a place where you can feel safe to explore and express all of your emotions some clients may cry easier than others and there is no right way to do therapy i have many clients who cry each session and i have many other clients who cry periodically and i have others who havent cried once each person is different however therapy should be a place where you feel safe expressing yourself,1,1,422,F,0.5834084847865649,0.41659151521343507
1795,is it normal for people to cry during therapy or is it just me,counselingfundamentals,of course there are some people who will never cry during sessions and some that always cry in counseling you may be talking about very vulnerable topics and experiences and it may even be the first time you are talking to someone about your concerns thoughts or feelings it is perfectly natural to cry if you are so moved,1,1,322,F,0.6074996992082329,0.3925003007917671
1796,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes its totally normal crying is a part of processing the tough stuff no matter your age gender or background and the therapeutic session is a safe space to do this sometimes crying can offer relief or provide room for deeper authenticity in session as you let both your strength and vulnerability shine in alignment,1,1,316,T,0.4861085263451229,0.5138914736548771
1797,is it normal for people to cry during therapy or is it just me,counselingfundamentals,crying during a therapy session is not unusual when we are in a safe environment such as a therapists office it allows us to disarm our defenses by disarming our defenses we are able to feel and express our emotions oftentimes these emotions result in tears  i personally feel that crying in a therapy session is the one of the most beautiful parts of the healing process,1,1,371,F,0.5546374107508892,0.44536258924911076
1798,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes many people cry during therapy  crying can offer a type of release as your body reacts to the input of your autonomic nervous system some people release endorphins when they cry which can make you feel better than before  if youre concerned about how much you cry during therapy it might be good to discuss with your therapist  they may be able to make some suggestions of how to honor your feelings in a way that works for you,1,1,431,F,0.602354869853833,0.39764513014616704
1799,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes it is normal to experience many different emotions in therapy because you are dealing with issues and situations that matter to you sometimes you may cry sometimes you may feel joy and sometimes you may feel relief sometimes you might even feel anger everything you feel in therapy can be used to help you learn more about yourself and help you grow,1,1,353,F,0.6867301469485483,0.3132698530514517
1800,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes it is very normal to cry during a therapy appointment  when you meet with a counselor you are opening yourself up and sharing very vulnerable sides of yourself  through this deep introspection emotions sometimes unexpected can come out and this is completely okay and very healthy  research has shown that crying reduces pain by releasing oxytocin and endorphins and reduces stress through the release of stress reduction hormones,1,1,434,F,0.619856434595032,0.38014356540496796
1801,is it normal for people to cry during therapy or is it just me,counselingfundamentals,definitely therapy helps us work through the tough stuff its a safe place where we can let our guards down when you are getting things out verbally a physical and emotional response is completely natural crying is a healthy release many people cry during therapy  some perhaps once in a while and others may every session wherever you are on that spectrum it is absolutely normal and you are not at all alone,1,1,408,F,0.606633465021374,0.393366534978626
1802,is it normal for people to cry during therapy or is it just me,counselingfundamentals,yes absolutely in therapy you will be delving into topics and feelings that are often suppressed throughout daily life as you explore many emotions may come up anger disappointment grief frustration sadness to name a few these and many other emotions often lead to crying and your therapist will be there to hold space and support you through it crying is a very healthy release of energy so feeling comfortable enough with your therapist that it happens during session is a great thing,1,1,486,F,0.6280699430937899,0.37193005690621006
1803,is it normal for people to cry during therapy or is it just me,counselingfundamentals,its absolutely normal to cry in therapy i imagine that you are being vulnerable and open to exploring some deep seeded issues also it may be a good sign that you feel safe and held with your therapist that you are able to freely express those strong emotions,1,1,258,F,0.7045960380998528,0.29540396190014717
1804,is it normal for people to cry during therapy or is it just me,counselingfundamentals,change is about giving a new meaning to past experience to allow for the emotions we stored in our body to be freed crying is normal and one way to process emotions to help let go and integrate our experiences,1,1,209,F,0.5659756709853938,0.43402432901460625
