,question_text,topics,answer_text,q_token_count,a_token_count,a_text_length
1036,my boyfriend shows affection but i just push him away every time my boyfriend tries to kiss hug or touch me i almost always push him away im on birth control and it has killed my sex drive     i love him so much why do i do this,intimacy,there could be many reasons that you push your boyfriend away it could be part of how you were raised it could be because of culture it could even be your own insecurities about yourself that are then outwardly manifested in you pushing him away what is important in all this is that you both find a way to connect so what if you arent a hugger a kisser or a toucher you have to find what works for the both of you and your relationship there are many ways to show affection that arent physical words of affirmation giving of time andor gifts etc if your boyfriend wants the physical attention then work on ways that are comfortable for the both of you making sure to start out slow and to work your way up to more physical touching,1,1,732
1039,i crossdress and like to be feminine but i am attracted to women but yet that seems to bother girls i date or ask out    how can i approach them about it should i hold back and keep it a secret or should i just be upfront about it i wonder if i should stop or if i should continue to do it since it makes me happy what should i do,intimacy,keep doing the crossdressing since you like ityour problem sounds more a matter of timing and reason to tell the girl about itnot keeping a secret is a good attitude regarding meaningful parts of your life  usually our relationship partner is someone whom we trust as a safe person to know all about usonce you feel at ease with your potential partner then bring up your crossdressing  based on their handling of this intimate part of your life you will know more as to whether or not you feel more or less drawn to themsecrets held within a relationship usually get worse with time   the person who feels unsafe in truly being and stating themselves eventually will end up feeling ashamed of parts of them which prior to the relationship felt good or at least not worrisome,1,1,774
1044,im feeling rejected and frustrated this is not new the first month we were together sex was about every day then it slowed down to once a month right away i love my husband but i am struggling with this,intimacy,have you said anything to your husband about the way youre feelingstart with thissex is after all a two person enterpriseif he would like to talk about the way youre feeling great and wonderful  the two of you already are continuing to grow trust in your communication and relationshipif he doesnt want to talk about how youre feeling then youre facing a different problemyour feelings are real and need to be handledif you end up facing your feelings of frustration about your husband not wanting to have sex with you on your own then does your husband give you a truthful sounding reason as to why notask what explains his disinterest in having sex with youif he doesnt want to address this question then you are a little further down the rung of trust and care about youdepending on how satisfied you are with his answers will guide you on how much dissatisfaction you can live with and why longterm,1,1,902
1047,i have been married for  years within the past  years we have drifted far apart we coexist together but there is very little personal interest in each other i often feel that my husband has friends at work that he is more emotional invested in than me i feel very alone and just uncared for is there anything i can do to feel reconnected,intimacy,im sorry for how youre feeling in your marriage lately  are you and your husband able to talk directly about your feelings  the way two people connect is usually by talking with each other to understand what each one cares about and thinksyour current emotional suffering is the natural result of being married to someone who shows no interest in doing thisif your husband wants to start talking with you then there is a chance the two of you can reconnect  if he doesnt want to participate in the relationship with you then start to think if its possible and for how long to get emotional support from friends and family who do care for youalso a question for the future is to understand what the value of your marriage is to you besides having a connection to your husband,1,1,774
1052,my wife and i have a great relationship except for our sex lives we are pretty transparent and honest and basically she feels bad because she never wants to have sex she doesnt have the desire shes also never orgasmed she feels like a terrible wife and fears ill cheat on her she doesnt know why last time we had sex she cried and felt bad and didnt know why she cried however she also told me that the last time we had sex she felt me in her but it just felt ehh and wanted to stop that makes me feel really awful we rarely have foreplay everything i try tickles her so she makes me stop we are both frustrated but very much in love she and i are in our early s were married and we have a baby on the way,intimacy,that sounds really challenging for both of you differences in sexual desire between partners is common and can create real friction and conflict i would encourage you to do some couples counselling or sex therapy as often these issues can be worked through and low sexual desire can result from relational fears and misunderstandings or sex that isnt as arousing as is possible there are some good videos on this resource page about sexuality and intimacy and a video that specifically addresses desire differences in relationships,1,1,531
1057,my husband and i have been married for seven years and in that time we have only had sex four or five times others have told me that most men would have left me by now honestly i think i have a low sex drive or neither one of us actually knows what we are doing i want to be better connected with my husband,intimacy,there are many different ways that can be approached in your situation i would recommend a complete medical examination including blood test i would want to know if there are any medical issues in your low sex drive where is your husband in this situation is he resentful accepting demanding or neutral what is your past sexual history has this had an affect on your current issuehas there been problems in your past with abuse of any kind understand that intimacy is more than sex what other ways can you be close to your spouse it sounds like there is some confusion about sexual intimacy from both of youcouples counseling would be a great place to start all of these areas need to be explored before any treatment goals can be establishedyou need to talk with a professional counselor to explore how to better connect with your spouse,1,1,838
1064,im always questioning her about things such as who she is texting and talking to on the phone why she is always on social media checking her phone records and going through her phone i do this knowing that i have never found any reason for her to be cheating and i have no reason to,intimacy,understand the reasons you feel mistrustful  even though you arent finding evidence of cheating your weak sense of faith in your wifes behavior is worth examining bc trust is fundamental to a good relationshipit is possible you dont have faith in yourself to accurately tell whether someone is telling you the truth or whether you are interpreting evidence accuratelyanyone who has themselves had their trust severely violated will feel uneasy to naively trust what is on face valuethe work requires observing your own confidence in gradually feeling safe that what someone tells you is true is actually trueexamine as much evidence as needed of whether what the other person tells you theyre doing does in fact take placewhen the facts line up and show you no reason to be fearful then you will be one step closer to trusting yourself to trust someone else,1,1,857
1065,so many people lie and its hard to tell who speaks the truth who do i trust i dont even trust my family or friends,intimacy,start by trusting yourselfthis is harder to do than it may soundif a person trusts themselves their actions decisions way of handling matters then evaluating whether or not to trust another human being becomes much easieralso dont be in a rush to trust someone   trust takes time to develop   first observe someone listen to the person whether they follow through   repeat this process multiple times which requires time to accomplishat a certain point in this process you will start to feel whether or not the person is trustworthy or not,1,1,539
1066,nothing weve tried has worked so far,intimacy,probably what you should do is decide whether you can continue having a romantic and sexual relationship with someone to whom you dont feel like having sexfive years is long enough to know that the way you feel toward your partner is more than likely going to remain this waytalk with your gf about your feelings because she may not wish to be in a relationship in which her partner is not sexually attracted to her,1,1,415
1068,today my boyfriend broke up with me because he says i stress him out with me not trusting him and always accusing him of things it hit me that i still hold on to every bad thing my mother has ever said to me and everything that anyone has ever done to me i act as if hes going to do it too,intimacy,the relationship history with your mother was probably quite painful and left emotional hesitation to avoid similar dynamics with othersif you havent done so already then tell your bf about the difficulties you had with your mother and ask him to be sensitive to not trusting easilythe two of you can collaborate in creating more security in relating to him   maybe he can tell you sooner about particular times he feels frustratedthen you will know and be able to address your own sore points and by handling these differently than through the years with your mom toward your bfyour process of feeling and thinking in terms familiar from your growing up years is normal   each of us is this waythe difference is you know and would be willing to develop new patterns of relating to someone which is based on more care and trust than you knew growing up,1,1,852
1069,i have cheated on my husband of five years roughly ten times i pretend we arent married at my work recently he has caught on but i lie to cover it he use to talk to girls online but i have caught myself constantly having a affair,intimacy,i dont know that i should tell you to get a divorce some would but i think there is something much deeper going on for you i would be more concerned about figuring out the deeper reason you are having an affair do you have shame and guilt do you not like that you are doing this to your husband do you see yourself as a bad person or do you just want more all of this can be handled if you really want to fix it in your marriageyou can have more in your marriage with some help you can stop having affairs if you get help i would encourage you to seek help right away and find out what you are missing that is driving you to commit affairs i actually believe that if you get a divorce you will probably keep repeating the same behavior with another person let me know if you desire more help,1,1,791
1071,he is always telling me our fights are only and all my fault he bashes me to our young child and he is addicted to a few substances,intimacy,strengthen your own belief in your right to a decent life and respect of who you arefrom the brief description you write your husband has very limited capacity to recognize how others feel and even less capacity to empathize with the personthe best you can do is convince yourself of your own worth and associate with others who believe similarly about your qualities,1,1,367
1073,we cant hold a conversation together the blame is always pointed at me we have no intimacy,intimacy,it is hard to hold onto a partner that isnt available emotionally or is lashing out when you face any kind of coflict between youthe conditions needed for healthy intimacy can not grow when there is an absence of common ground or lack of a sense of safe space between youlearning to nurture yourself in this type of situation is vital and comes first  if there are to be better conditions to grow the kind of relationship you both feel safe and valued in it needs to be a shared missionbut healthy intimacy begins within and you can grow and thrive no matter the willingness or emotional availability of another  i recommend you find a good guide to walk this path back home to a deeper peace in you  if the relationship can be healed more will become clear as you feel more ease and harmony within yourselffor more resources related to healthy inimacy i invite you to visit httpwwwcounselingocwomencom,1,1,902
1075,my spouse seems to get very bothered by me speaking asking questions or getting excited in a way that he thinks is too much he comes across as acting like whatever it is im talking about is nowhere near as important as whatever hes thinking about which he believes will go over my head,intimacy,good for you to realize you have just as much right to talk and be heard as he doesand that your words deserve as much respect as his doat a time which is relatively calm introduce the topic of your hurt feelings from his difficulty listening to you speakif it is so tell him you value his opinion and that when you talk there is no bad intention toward himask him to explain what bothers him so much about your manner of expressionthen as a mutual project both of you could develop a new system of talking with one another which avoids hurting your feelings and the distress he feels when he hears you talkthe above assumes good will by each of youit is also possible he simply has no interest in listening to you or to develop new understanding which makes doing so more likelythis possibility introduces an entirely new subject of how to live with someone who has no interest in you,1,1,885
1076,he leaves and is gone for days or weeks but stays in contact and tells me he misses me he gets defensive when i ask him stuff we havent had sex in two months he says its because hes not working im pregnant he doesnt like it here and he hasnt been on the mood lately,intimacy,well there certainly is distance he creates between the two of youwhether or not the reason is from his cheating on you is impossible to tell based only on the information here providedyou could open a general discussion about the lack of closeness you feel   maybe hell be more responsive to talk about emotions than about specific actions hes done or not donemostly entitle yourself to the quality relationship youd like to have  your discomfort and distress are valid and theres no good reason to live with conditions which keep these moods in place forevergive yourself time to plan your next move especially since having a baby will add to each of your responsibilitiesyou didnt write how long the problem you describe has continuedone possible outcome if its been a short time is he will resolve whatever currently drives his withdrawn behaviors from youyour life your outcometrust yourself to know when the time is right to stay or to go,1,1,944
1077,after receiving counseling we have been told my husband has a black and white personality disorder when i offer compromises in our disagreements he does not seem to understand we cannot resolve conflict because he only sees things as black or white my husband has asked that we go to counseling this time in the past it has been my suggestion we are thinking of going to a marriage mediator this time because there are financial issues that need to be resolved he cannot see the whole picture when i attempt to explain my side to him,intimacy,i never heard of a marriage mediator beforesince you already went to counseling and the therapist observed your husbands tendency to see black and white in life and because counseling functions on a deeper level than a mediator generally does a marriage mediator sounds like a step backwardswhy not go to a financial mediatorthis would satisfy your husbands black white outlook and may satisfy you too because no emotions are expected in financial discussion and the relationship suffers from an expectations surrounding emotion,1,1,528
1078,with college over my boyfriend and i have such different work schedules since i cant see him often i want to talk more on the phone he plays video games while talking to players so often i feel ignored i find myself always telling him what to do in relation to me things he should know,intimacy,directly tell him what you write hereeither he is losing interest in you or he is simply caught up in short fun w his friends and video gamesa conversation on this subject will give you more clarity on your question,1,1,215
1079,ive pretty much been on my own since day one im a middle child of five and i cant seem to put my trust in anyone it took me four years to finally open up a little to my best friend every time i realize that i have feelings for someone i freak out and never talk to them again i really want some help,intimacy,one way to concentrate is that if your mind starts to wonder then remind yourself to bring your attention backstart with short time spans of expecting yourself to concentrate  youll more likely succeed with concentrating with small time spans than longer onesonce you start seeing your success this will motivate you to try increasing the length to expect yourself to concentratethe task of selfreminding is the same whether for long or short time periodsalso before starting this exercise ask your medical doctor if the problem can be related to a physical health problemif there is then have the possibility ruled out that your difficulty concentrating comes from the mental ability to concentrate and not some medical reason preventing thisbefore someone can engage their psychological will there must be a clean medical body and mind with which to work,1,1,856
1080,i was with my friends at the park and we were talking and having fun after a while i met a girl there we talked and flirted for a while then we gave our numbers to each other and left we talked for a few months then we met up again she kissed me so i assumed we were dating then i found out she has a boyfriend,intimacy,im sorry for your disappointment with this girlmaybe next time you start to like someone talk with the person to find out if they feel similar to you   this way you have a good chance to avoid being hurt in the way you describe hereeven if the person doesnt give you a straightforward answer to their feelings for you youll gain a little more information by listening to how seriously they consider your question what their body language is like whether or not the person seems sincerelisten to your gutif you feel unsure the person likes you as much as you like them then wait a little while to see if your feelings about the person or their feelings about you change and in what direction they changekeep yourself informed as best you can so youll know you did as much as possible to kiss someone who understands your kiss the way you mean it to be understood,1,1,861
1081,my husband had an emotional affair with his exwife in november she invited him to dinner alone with their daughter i wasnt aware of this until after pm when i asked where he was he had been drinking and i told him not to come home that night the next morning we talked about going to counseling he went out that night with friends and said his exwife wasnt going i found out in april that she did go i gave him the chance to get everything out in the open i found out that he stayed that second night with her i asked if they slept in the same bed and he said yes both nights his daughter wasnt there the second night he claims they didnt have sex but what else should i think,intimacy,i agree with you that professional counseling is a wise choice for your relationshipyour husband may not know want to know or want to discuss with you what his true feelings are toward you and the exthe topic is very heated which is why discussing these matters alone may do more harm than goodusually people start deeply complex emotional matters discussion and get so upset the conversation goes off track and unintended hurts happenin a therapist office the two of you will be guided on talking about these critical areas and this will be much more productive than trying to do so only with the two of you,1,1,608
1083,shes busy because her mom makes her clean all the time and go out places with her family we dont talk much because of it also we have little fights we want to work it out but we dont know how,intimacy,maybe your girlfriend feels torn in her emotions between loyalty toward her family and toward investing herself in a relationshipthere are so many maybes that the best way to strengthen your relationship is to ask your girlfriend if she feels any pressure from her family to avoid involving herself with youif the answer is no then continue to talk with each other as to what would make you each feel more secure with one anotheralso more simply are the  two of you able to resolve the little fightsdifferences of opinion are normal between two people even to the point of each person feeling they are the only one who knows the correct answeras long as each one of you has the goodwill to give a little then the fights are a healthy way to respect and care about each otherif the fights are about the same topic which repeats itself then there are strong differences between the two of you including the possibility that her family places and she is willing to accept some obstacle to this relationship,1,1,1003
1084,i went to my exboyfriend to reach out to one of his high school friends whos attempted to commit suicide when i went to him to reach out to his high school friend he told me that i put him in a terrible position and put an enormous load on his shoulders he was very angry that i went to him to do that am i in the wrong for going to him to reach out he helped me so much with my depression and bad habits so thats why i thought of him to reach out he made me feel awful for thinking highly of him to help why did he react this way towards me i think hes being selfish,intimacy,your compassionate reach out to the friend is praiseworthythat your ex bf has trouble accepting your gesture as kindness shows your ex bf is not seeing the situation clearlyi believe your ex bfs words about feeling burdened by your actionhowever he is mixing up his own responsibility to know the root of his feelingsblaming you for feelings he doesnt understand within himself is unfair and not helpful to anyone including himfrom what you write you did nothing wrong and your action toward the potential suicider was graciousmy only guess which is also very general about your ex bfs behavior is that he doesnt yet fully understand himself and finds blaming others easier than understanding himself,1,1,700
1085,my boyfriend has this close female friend it always bothered me because of how close they are so i decided to meet her that made the situation worse because they were even closer than what i thought they acted like a couple rather than friends with each other there was no physical interaction but he talks to this girl a lot what can i do leaving him isnt an option,intimacy,well as hurtful as witnessing your boyfriends closeness with his female friend im glad you saw firsthand the dynamic of your concernthere isnt anything you can directly do to stop his relationship with this ladyit is possible to influence his side of their relationshipdirectly telling him your discomfort with how close the two are may make him pause before engaging with her in a discussion  this is nothing to count on since the control is in his hands and not yoursim sorry to read that the option to leave this relationship is out of the questionthe only way left is to get used to the fact that you dont like this aspect of your boyfriend and this is a disheartening outlook overall to you and to your relationship overallif after repeated effort to influence him by your opinions your effort to adjust to a situation you dont like if at all possible consider a longterm plan to discontinue this relationship because by that time it may feel very oppressive in your life,1,1,976
1086,im a man and im soon to be married i have been messing around with other men on the side it started as a once in a while thing but its been happening a lot i dont know what to do,intimacy,it took a lot of courage to share what must be so shameful to you and to ask for help regardless of your sexual attractionorientation id encourage you to get honest with yourself and your partnerfiancee and put a temporary hold on your wedding plans  getting married will not resolve your acting out it seems to me you need more space time to sort through with an experienced therapist more of your sexsexuality storyline and apparent anxiety surrounding the upcoming nuptials in the immediate i encourage you to also take the initiative to have yourself tested for stds etc and if youve been sexually intimate with your partnerfiancee she needs to be similarly tested best wishesresources for your consideration  the book not gay sex between straight white men by jane ward  httpwwwscarecoveryorg  httpsslaafwsorg,1,1,814
1090,she has lied about every aspect of her life shes created three fake relationships the most recent one is concerning because she has fake photos phone calls and text messages and its with a married man with kids her lying is becoming dangerous because she could ruin lives,intimacy,is being friends with this person safe for youliars dont generally distinguish who they bring down with them or in service to themselvesstep one is to understand a true friendship which is based on trust is probably not possible with this personif youd like to offer words of advice to protect her from herself then try gently pointing out that some of her actions which you know about may come around to harm herthere is only a small chance she will be open to hearing youpeople who lie are also very fearful of trusting others including themselves  she may prefer to keep status quo than open her own emotional pain to understand what created the need to lie in the first place,1,1,679
1092,my boyfriend lost his dad to suicide he says that because his dad died so did his heart he says that he cant be there for me or love me anymore and wants nothing to do with me ever again why is he doing this when we were very happy together he says that i have done nothing wrong but he just cant be with me,intimacy,i am sorry to learn of this  you must be extremely frustrated and heartbroken  to begin he is correct  you have done nothing wrong  this is entirely a coping mechanism in overdrive  it is fear  it is anger  it is extreme sadness  it is feelings of abandonment  it is intense emotional pain  it is his way of protecting himself from potential unexpected additional lossi am not familiar with how old this post is but often it will require time and understanding  if he speaks with you encourage him to get grief counseling  do not encourage it for your relationship encourage it for his betterment coping with losing his dad  start there  good luck,1,1,647
1093,when my boyfriend gets in a snit he gives me the silent treatment for days when i ask what is wrong i get nothing no reply no phone call if he does reply it is something very sarcastic and hurtful he never admits he is wrong and never apologizes,intimacy,you are in an abusive relationshipnot because of your boyfriends silences but because he is comfortable being sarcastic and hurtful never admits he is wrong and never apologizes it is your choice to participate in an abusive relationship you can not stop an abusive partner from being abusive no matter how wonderfully you treat your partner you can either accept the terrible relationship as it is or reach out for the support that you need to leave the abusive relationship i wish you well always,1,1,498
1096,my husband cheated while i was pregnant with our son with a socalled friend this was before we were married we split and eventually worked things out i thought i trusted him so we got married now he flirts with girls in front of me ive talked to him but nothing helps,intimacy,this sounds very painful for youare you able to tell him how his flirting affects youmaybe he doesnt care enough to change and maybe he doeslong term if he continues this then usually people feel they have two choices put up with it which of course greatly reduces the sense of satisfaction in the relationship   or of course you can decide to end the relationship  this choice is quite significant now that you have a child together  give yourself plenty of time to think over the best outcome,1,1,494
1097,the father of my kids and i have been broken up for about three years now we always found our way back to each other he had a baby with someone else hes with but still shows the same love he showed when we was together when hes around he even gets jealous but he ignores my calls,intimacy,your story sounds like it gives you a great deal of tension and disappointmentyou know you are not getting the amount of love and kind of relationship youd likeit is almost as though you feel that something is better than nothingreflect within yourself whether the balance of what you receive in this relationship is worth the sacrifice of not getting as much love as you wishdepending on your decision you will know whether to drop this relationship or continue the same as its been,1,1,483
1098,every day for five years my husband mentally abused me and said he will change i have a child with him i try so hard to stay strong for her but at this point i am completely broken i am holding on to nothing but hope and have been for years is there any hope or am i wasting my time,intimacy,i think your own awareness will not allow you to continue in a bad relationshipbe glad something within you is telling you that there are better ways to be treated than how your husband doesfor support and guidance in real time look up the organizations in your area which help women to leave abusive relationshipsyou are not the first or only one and probably not the last woman who wants to leave an abusive partner  having guidance particular to you and your situation will help you move through what decisions to make as to how to leave this man,1,1,549
1099,i have been dating my boyfriend for eight years we met in college off away from home and things went from good to bad when i met his family who treats him like he is their man they expect him to take them on dates like to the movies and out to eat when they come around and he thinks its okay,intimacy,well then you learned something new about your boyfriendare you fine with having a different opinion than him and staying togetherthink over how major a problem this is to you and if it is reason enough to leave the relationshipthere are always plenty of areas of disagreement between partners in a relationshipthe key to being happy is to know which ones you can accept and which ones are beyond your tolerance with which to livealso an early step would be to directly tell your boyfriend your opinion   he may be willing to change his ways to satisfy you,1,1,556
1100,hes lied about his pastpresent situations since time has passed he has changed but i still have my doubts i have no idea if i should stay or go but i hate this feeling i dont trust him all too much but yet he hasnt done anything for me not to trust him recently,intimacy,your doubts about your dating partner need to be addressed and solved so you can fully believe him againotherwise how would you actually know whether hes lying to you now or notstart the conversation with him about wanting to trust him and asking for whatever details you feel will give you confidence he is telling you the truthif he really wants to clear your doubts then he will be willing to invest in answering your extra questions or wanting to look through his phone or whatever areas you felt were violated by him in the past,1,1,533
1101,my fiancé of  years is always helping out his family and i feel like his family takes advantage of his kindness were about to get married this saturday but i feel like he is always gonna put them first instead of myself and our three kids i am not enjoying our engagement at all,intimacy,congrats on your upcoming weddinghave you told the thoughts you write here to your fiancé this is the place to start since you clearly are unhappy with a part of his and now your life which will be with you for quite some time,1,1,226
1102,the eight months ive been dating my boyfriend i have lied about a lot of things i slept with a couple guys to get back at my boyfriend for breaking up with me now anything i say to him he wont believe even if im being honest i dont know what else to do at this point he constantly criticizes me,intimacy,start a conversation with him about your sincere interest to earn back his trustask him what he expects from you so that he will trust you againif you are consciously willing and do try to earn back his trust and have periodic conversations with him on whether he feels more at ease with trusting you then after a few months of this both of you should feel more secure in the relationship,1,1,388
1103,someone i care about told me im not teachable and im irritating i just want to be happy and wanted to please the person but i always fall short it seems,intimacy,pleasing someone certainly does feel satisfying  if the other person does not appreciate your effort and good will then this feels dissatisfyingoffering happiness to someone does not include tolerating mean comments such as the ones you describe heretell the person that you are trying to please them and also tell the person that their comments are hurtfulif the person said their words with no bad intentions then next time they comment its reasonable to expect these comments to not hurt your feelingskeep in mind that your good intentions may not be received in the way you intend them  some people sometimes are insensitive or just plain not interested in being pleased by another person,1,1,692
1104,ive been in a relationship for almost a year and i absolutely trust my boyfriend he treats me nice checks on me and tells me sweet things however when it comes to making life decisions i feel he is very immature i try to talk things out so we can compromise or make sound decisions together but he lacks any ideas and prefers to just go with anything to avoid fighting as far as dates if i dont say anything plan it or have money to chip in we will not go i feel like i put in a lot of work supporting and sometimes spoiling and all i get is a loyal man who will not cheat and say sweet things on occasion,intimacy,well then your decision is whether you want to stay in this type of relationship or notone point to keep in mind is thisjust because hes not telling you his opinions doesnt mean he doesnt have any opinionsin the long run t is always easier to talk with someone about their differences from our point of view than to be someone who doesnt tell you what is in their mindshort term it seems easy to have someone agreeablelong term someone who doesnt tell you their thoughts and who disagrees with you may potentially go about their true wishes in hidden ways,1,1,555
1105,my best friend and ive been really close for almost three years she lives in the uk and i live in the us ever since her boyfriend flew from oregon to scotland ive been angry at him ever since he came into her life he took her away from me my best friend would always say sorry and im sick of it,intimacy,you are definitely in a frustrating situationyour friend and the boyfriend are doing what is natural for couples who are in the early stage of their relationship  being almost inseparable to the point of overlooking friends is understandable as long as it doesnt continue for long enough that friends feel hurtif you feel you would like to one more time tell your friend that you miss your friendship with her and would like her attention then do soafter expressing your needs as much as possible and if the result doesnt change then the sad conclusion is that your friend is willing to give you less time and energy than you require from her,1,1,642
1106,i found the guy im dating on dating websites he was telling women that they were beautiful he said it wasnt him and that the phone was hacked it has since happened two other times he says he loves me and im the only girl he wants to be with but i feel he is not telling me the truth,intimacy,i would suggest possibly talking about the type of relationship that both of you want to create for example you may want a relationship where honesty listening compassion and romanticism are major parts you could also see what your boyfriend wantsyou may also consider taking five minutes to see if he will listen to your feelings about him being on the dating site and whether he can work to learn more about what you are experiencing with asking openended questions not being answered with yes or no and restating what you are saying to see if he has it right after that perhaps you could switch so that you can listen to his perspective for five minutes and learn more about what he is doing by asking openended questionsremember that it takes two people to have  a relationship so the choice is yours as to whether you choose to stay in the relationship and what kind of relationship you would like to have,1,1,910
1107,my boyfriend wont touch me intimately he wont kiss me while we are having sex and he wont have oral sex with me i know he has done this things with other women in the past i dont know why he wont do them with me what should i do,intimacy,ask himhaving a conversation about sexual satisfaction increases emotional intimacynot only will you potentially feel more deeply connected from a sincere conversation about your sexual questions maybe this increased emotional closeness will inspire the sexual closeness you wish to receive,1,1,290
1108,he said that if i were to visit my mother he will be gone when i get back my boyfriend and i hit a rough patch in our relationship a few months back and my mom had a few choice words with him,intimacy,your boyfriend and you have a separate relationship than your relationship with your mother   by trying to control whether or not you visit your mom unless you are in agreement with this is building tension between you and himask why he resents your interest to see your motherif he is insecure to the point where he fears your mother will influence your opinion about him then trying to prevent you from visiting your mom is itself creating negativity in you toward himif something still bothers him about the problems you both had several months ago then talking about these problems will do more to clear the air between the two of you than him trying to interfere in your relationship with your mother,1,1,705
1109,my wife and i got separated because i asked about her contact with a male friend of hers the next day she kicked me out she let me move back two days later yesterday she said she wanted a divorce then quickly changed her mind i asked if the other guy was a factor but she says its not my business,intimacy,when threats of leaving such as what you described in your question kicking you out wanting divorce are continuous in your marriage it can start to erode at the foundation of your relationship impacting both partners and if youre concerned about the influence of another male in the relationship and are unable to express your concerns or fears to your wife its extremely difficult to build a secure functioning relationship from the information provided in your question it seems as if there is some avoidance evident in your relationship avoidance of being able to express yourself and have honest communication about your relationship if your wife is willing i would recommend seeing a marriage counselor to help you both during this time or for you to talk with an individual therapist if marriage counseling isnt an option,1,1,827
1112,im trying to make marriage work after a split before our split he lied a lot and broke every promise to me i dont think he cheated last month i asked what women work with him so he told me yesterday i found out about a girl that he said he forgot about should i be upset,intimacy,imagine your best friend just told you that her husband lied to her all the time and that he had broken every promise he ever made to her what would you tell her if i were her best friend id tell her to run the other way you may love this man we dont choose who we love but the evidence is pretty clear isnt it a healthy relationship cannot be built on a foundation of lies and broken promises i believe that as adults we are always treated as well as we insist on being treated by our partners if you continue to accept unacceptable behavior you are likely to see lots more of it,1,1,580
1117,my fiancée is always letting me know how i am a horribleevil person or i just dont care enough when its about her feeling or when she is having an off day,intimacy,i dont know much about the dynamics of your relationship but i want to say that you cannot possibly be responsible for anyone elses happiness  if you are interested in a good read on this topic i highly recommend the four agreements by don miguel ruiz,1,1,251
1119,my fiancé and i recently had an argument over finances he gives me the money each month to pay his automobile insurance he no longer has one of the vehicles on the policy he realized he was still paying for the coverage and asked why i was allowing him to continue to do that since i was physically paying it for him my response was that he was giving me the money and i just made the payment i didnt think of the coverages he was angry about it i still cant figure out that anger,intimacy,id be more worried generally about a fiancee who assumes you are responsible for tracking what in fact are his responsibilities than about the anger per sewhat you describe holds the seeds of classic abusive behavior which is blaming the partner for what in fact are the persons own responsibilitiesstart by withdrawing yourself from paying his billsif he is on his own in terms of tracking what and when is due regarding his auto policy then surely the only one for him to blame will be himselfstay clear of involving yourself in doing favors for him if the favor involves something that he is the one accountabletell him it is so the relationship remains fair for each of you,1,1,677
1121,i believe my partner has a masturbation and porn problem he masturbates daily even when i am lying in bed sleeping beside him we have sex once a week he is rough and worries about his needs he never touches me and treats me like a porn star wanting to finish on my face or chest,intimacy,the comments here from the other therapists are spot on as a certified sex addiction therapistcandidate im convinced your partners acting out creates trauma for you your partners addiction is not your fault and his recovery is his responsibility whats paramount is for you to get immediate help from an experienced therapist who understands trauma as result of the partnersspouses problematic sexual behaviors your needs safety and the establishment of reasonable boundaries is vital to your wellbeing i wish you the very bestresources for your consideration  httpswwwiitapcom  httpswwwsanonorg  httpwwwcosarecoveryorg,1,1,618
1124,we have been together over a year we spend time together every day no matter how busy he started to be unusually fatigued and losing weight he also began to be distant and sexually selfish we had a argument and he confided he has late stage stomach cancer he wont treat it,intimacy,i wonder if both you and your boyfriend could have a conversation about what you both want wish for and desire from one another right now that doesnt necessarily mean that your partner will give everything that you ask for but this is one of the ways that he can learn more about what would help you through this and you can learn how you could support him since traditional medical treatment is not something he wantsyou may also consider using some openended questions not yes or no answers to talk about what youre feeling about both about his cancer and about your relationship both of you may discuss different ways that you would like support from one anotheri would also see if he was comfortable with you disclosing this to one or a few of your close friends with him considering doing the same so that you both have support that includes each other and also includes others because there may be days when you both have a negatively emotional day at the same time and would benefit from talking with someone elseit may also be a matter of conversation to discuss what makes you happy together and use those positive moments to help move through more difficult ones,1,1,1172
