,questionTitle,questionText,topic,answerText
1176,why does my spouse tell me he doesnt want me but also gets jealous of me,my spouse decided he no longer wanted me six years ago things have deteriorated so badly that we have separated but still live in the same house he says he despises the sight of me wants to be with other women and divorce what i dont understand is that he says constantly that i have no feelings for him and gets absurdly jealous if i speak to another male why does he constantly do these behaviors i might add he has been diagnosed with borderline personality disorder and as a narcissist,relationshipdissolution,what a burden for youyour husband cannot seem to make up his mind on his viewpoint and doesnt seem to care whether or not youre affected by speaking out of two sides of his mouthkeep yourself protected emotionally from him   theres no good which can come by arguing with a person who  flips their positionlive as separately as possible from him and stick to roommate type matters such as groceries bill paying and housecleaning as discussion topicsif he cannot make sense of what he thinks and feels then certainly you will face similar difficulty trying to do so
1177,why does my spouse tell me he doesnt want me but also gets jealous of me,my spouse decided he no longer wanted me six years ago things have deteriorated so badly that we have separated but still live in the same house he says he despises the sight of me wants to be with other women and divorce what i dont understand is that he says constantly that i have no feelings for him and gets absurdly jealous if i speak to another male why does he constantly do these behaviors i might add he has been diagnosed with borderline personality disorder and as a narcissist,relationshipdissolution,it sounds like this is quite difficultit sounds as if sometimes your spouse want you to be a part of his life which could be a part of where the jealousy comes from and sometimes he doesnt talking about this would likely be a delicate conversation and from what you mention he has been diagnosed with im wondering if he has a therapist if so do you know whether he would allow you to come to one session so you can learn more about how he feels maybe he would be to use more of it because in the contained environment of an therapy office this way at least you would know where hes coming from you could also ask whether he is able to hear what you want wish for or desire between the two of youremember just because you hear or follow what he is saying does not imply that you agree with him although that concept in itself could be a subject of discussion because not everyone is aware of iti hope that you are able to hold onto who you are and what you want throughout this
1178,should i move on from my exhusband,my husband and i are separated he says he needs some time apart he says he needs to get back the in love part of a relationship but doesnt want to lose me should i wait or start over new,relationshipdissolution,its not uncommon for relationships to go cold over time it is a matter of one or the other becoming complacent if you and your husband have been together for quite some time its likely that you are very comfortable and familiar with each other while this is a good thing in some ways it can also become boring and you run the risk of losing that in love feeling he is referring to couples simply become ambivalent for some of the couples i work with in my practice i find that helping to organize a time apart which i call a therapeutic separation can do wonders for the relationship i offer homework to be done during this time reading worksheets and individual counseling helps people learn more about themselves and what they desire out of their relationship it often times brings more appreciation for their partners when the pair comes back together we are able to push the reset button and begin a new chapter that is more fulfilling and exciting than before
1179,should i move on from my exhusband,my husband and i are separated he says he needs some time apart he says he needs to get back the in love part of a relationship but doesnt want to lose me should i wait or start over new,relationshipdissolution,thats a tough one  would you and your husband be willing to attend couples counseling during the separation  that would benefit you both  if you separate and reconcile what will have changed other than you having time apart  you will need to gain new skills to enhance and maintain your connection  otherwise you will risk repeating the cycle of disconnect discontentment and separation  please seek help from a therapist trained in couples work to help the two of you find a way either back to each other or gracefully out of the marriage  time away will not by itself change your relationship into one that can be sustained
1180,how do i break an unhealthy relationship pattern,"i want a secure relationship with someone that wants to be with me and who will actually put effort into it
 i seem to gravitate toward unavailable men and those that want intimacy and no relationship i let men dictate and control me because they accuse me of being controlling i let men emotionally abuse me and i am at their beck and call
 i am not comfortable being alone or doing anything by myself i feel i need the security of someone being around just to survive i know what im doing wrong and i do it anyway just hoping things will change how do i stop this behavior and thought process",relationshipdissolution,you may be interested in reading my most recent post intimacy begins with you in it i offer  expert tips to help you get started on a path of self connection and discovery this is important stuff to do in order to work through that stuff thats holding you back from the relationships you desire you may find that its especially helpful to do this work with the alliance of a skilled individual therapist
1181,how do i break an unhealthy relationship pattern,"i want a secure relationship with someone that wants to be with me and who will actually put effort into it
 i seem to gravitate toward unavailable men and those that want intimacy and no relationship i let men dictate and control me because they accuse me of being controlling i let men emotionally abuse me and i am at their beck and call
 i am not comfortable being alone or doing anything by myself i feel i need the security of someone being around just to survive i know what im doing wrong and i do it anyway just hoping things will change how do i stop this behavior and thought process",relationshipdissolution,it is a good thing that you have recognized that you have been in some unhealthy relationships and that you are wanting to break this pattern you seem to have some good insight into the situationthe type of behavior that you are describing is usually rooted in childhood issues with insecure attachment bonds with your caregivers childhood trauma andor abuse or neglect or dysfunctional family issues that did not allow you to develop healthy boundaries for yourself or a sense of self this is something that is going to take some time to work through in therapy i recommend a book titled boundaries where you end and i begin by anne katherine another book that might be helpful is codependent no more by melody beattie in the meantime until you can work through your personal issues absolutely do not enter into another relationship take however long you need to and work on becoming a whole happy emotionally healthy person on your own needing another person to define you is problematic thats too much to expect from any individualfor a relationship to be healthy and happy both people in the relationship first need to be a whole person on their own that means having a clear sense of self knowing who you are and what you want knowing how to set healthy boundaries and knowing how to meet your own needs it is unreasonable to expect your partner to meet all of your needs all of the time there will be times that they wont be able to meet your needs you have to know how to meet those yourself when you are working on becoming the best you that you can be eventually the right person will come into your life then you can choose to be with someone because you want them in your life instead of feeling like you need them to complete you
1182,how do i break an unhealthy relationship pattern,"i want a secure relationship with someone that wants to be with me and who will actually put effort into it
 i seem to gravitate toward unavailable men and those that want intimacy and no relationship i let men dictate and control me because they accuse me of being controlling i let men emotionally abuse me and i am at their beck and call
 i am not comfortable being alone or doing anything by myself i feel i need the security of someone being around just to survive i know what im doing wrong and i do it anyway just hoping things will change how do i stop this behavior and thought process",relationshipdissolution,good for you on your keen awareness of your difficulties and your willingness to changethe type of change youd like to achieve is possible and since a change in selfconfidence and selflove is deep rooted this comes about gradually and slowlykeep understanding yourself during your moments of doubt and anxiety  its fine to feel terrible and certainly better to know you feel insecure than to act upon the insecurity by being with men who take advantage of youeveryone needs to feel loved and recognizeduntil you attract a partner who will love and appreciate you develop relationships with coworkers and classmates neighbors so that you have some quality of giving and being given by someoneit is a way to nurture yourself and another person until your strength and selfbelief grow bigger
1183,how do i break an unhealthy relationship pattern,"i want a secure relationship with someone that wants to be with me and who will actually put effort into it
 i seem to gravitate toward unavailable men and those that want intimacy and no relationship i let men dictate and control me because they accuse me of being controlling i let men emotionally abuse me and i am at their beck and call
 i am not comfortable being alone or doing anything by myself i feel i need the security of someone being around just to survive i know what im doing wrong and i do it anyway just hoping things will change how do i stop this behavior and thought process",relationshipdissolution,here are some things im wonderingdo you have close friends that you can talk to trust and who can be around sometimes when youre in between relationshipswhat do you like about yourself what are your strongest pointsdo you think you have been in relationships with controlling than in the past because it makes you feel as though you are worth something to themwhat kind of relationship you want to be inwhat are the top three or four attributes of the type of partner you wantwhat can you do to make yourself emotionally safe during your typical daily activitiescan you notice a list of things that you can control throughout a typical day for example you probably choose what to wear what to eat how to talk to others how committed you are to school or work etcit also sounds as if it may be helpful to discover more about yourself in addition to what you look for in a partneras far as emotional abuse it may be useful to develop communication skills that you could use prior to their relationship progressing to the point that it is emotional abusethank you for reaching out to ask questions if the questions that ive asked here are difficult for you to answer or are overwhelming talking with a local therapist would probably be something i would suggest
1184,should i give him another chance,after my fiancé cheated on me because of a miscommunication i pulled myself away from him    now he says all he wants is be with me im pushing him away mentally now because he cheated on me again i make plans with him that i dont keep i really do love him still and i care about him should i give home one more chance,relationshipdissolution,
1185,should i give him another chance,after my fiancé cheated on me because of a miscommunication i pulled myself away from him    now he says all he wants is be with me im pushing him away mentally now because he cheated on me again i make plans with him that i dont keep i really do love him still and i care about him should i give home one more chance,relationshipdissolution,people dont cheat bc of miscommunication   people cheat bc they feel diminished regard for their partneryou pulling away doesnt explain his behaviorif the two of you still were a couple at the time he cheated on you then there were many alternatives he cold have taken besides disrespecting youtry to understand whether you are satisfied and happy in the relationship  your actions sound as though you are not either of thesewhether or not you decide to be together again many depend too on if the trust you had in him is restored  do you feel you can trust him againif the two of discuss your relationship then if you dont trust him right now and the both of you talk about your dynamics then tell him about your feelingstrust is foundational to feeling safe and happy in a relationship
1186,why did my sister not defend me when my exhusband said bad things about me,i recently went through a divorce my exhusband called my sister saying bad things about me my sister never defended me now that i showed the truth shes shutting me up and saying she doesnt care about the fight why didnt she convey that to him from the beginning,relationshipdissolution,sorry for so much emotional pain from the combination of the divorce and your sister not supporting you in the way you wishwhen you feel ready and if you feel this would help then consider to talk to your sister from perspective to improve the relationship the two of you havesince the ex is gone and the sister is an ongoing person in your life this particular incident is only one in many which the two of you will have with each otherthe disappointment you feel now as to how she handled herself is a point to bring up to her for the sake of clarifying the type of relationship you each would like to build with each otheras to your specific question as to why she did what she did she is the only person who has the answerstart with finding out if she wants to improve the relationship altogether   then you can use her lack of support with the ex as an example of how meaningful her support of you is to you
1187,why did my sister not defend me when my exhusband said bad things about me,i recently went through a divorce my exhusband called my sister saying bad things about me my sister never defended me now that i showed the truth shes shutting me up and saying she doesnt care about the fight why didnt she convey that to him from the beginning,relationshipdissolution,unfortunately i cant tell you what your sister was feeling or why she reacted that wayi can say that divorces can be difficult or confusing for everyone involved while the divorce is most impactful for the couple going through it the divorce itself also changes extended family dynamics also a lot of people dont act the same way around extended family or other people as they do at home behind closed doors so there are times when divorce is a real shock to everyone who was not directly involved in iti wonder if you are at a place where you can shift your focus into looking at your relationship with your sister how she is treating you how you feel around her now etc i do not know how close you were before all of this and how close you feel now but perhaps if you can assess your overall relationship you could find a time when you could ask about this why she didnt convey that to him from the beginning in a way that is calm not defensive and is honestly looking for an answer from your sister not looking to defend yourself at that moment if that conversation can happen it may be quite a difficult one so it may be good to have something to think of to remind yourself that you are trying to gather information from her and him that conversation its not about you but is about where she was coming from after you think you understand that im saying that you understand where shes coming from not that you agree with what shes saying you could see if shes willing to listen to how you feel about it
1188,how can i get my exgirlfriend back,she said she needed space after three days of dating and she got a boyfriend a week later i still really miss her and she told me she still likes me,relationshipdissolution,given the short amount of time you know this girlfriend there is no history on which to make a judgment about the likelihood of what she will do nextcertainly she is confusing by telling you she likes you and is with someone new  and not giving you any explanation as to why she made her decisionid suggest two possibilitiesspeak with her and ask her if she considers opening your relationship with heror simply wait and see what she does when you contact her in a friendly waypay attention to your own satisfaction levelif you get more answers from her which arent agreeable with you then it is time to put the hope for this relationship behind youthen youll have clear space to find someone who is as interested in you as you are in them
1189,how can i get my exgirlfriend back,she said she needed space after three days of dating and she got a boyfriend a week later i still really miss her and she told me she still likes me,relationshipdissolution,it sounds as if your exgirlfriend is trying to figure out what type of relationship she is looking to have with you there are lots of levels of relationships from a basic acquaintance to a more friendly acquaintance to a friend close friend best friend early romantic partner committed romantic partner and many moreif she is willing to have a conversation with you about her feelings it may be helpful to have her explain her feelings to you while listening as an investigative reporter and asking questions that cannot be answered with yes or no but are what are called openended questions which ask her to provide more information during this process it would be helpful for you to try to think of it as not being personal but just listening and trying to understand the experience from her perspective after you have done this for five minutes its a rough estimate but basically until you can restate what she is saying and she says you have it right you can switch so she is asking you questions about how you are feeling the goal is not necessarily to change the outcome but to learn more about yourselves and each otherthen you may have an idea of where you stand in each others eyes
1190,how do i get my exgirlfriend back,my exgirlfriend says shes bored and wants to experience life single i treated her really badly and caused meaningless fights when she didnt do anything i feel remorseful and im willing to do whatever it takes to get her back shes unhappy when i called her she was crying and said she will text me when shes ready,relationshipdissolution,were you happy with the ways she satisfied youa relationship is happiest if each partner concentrates on the happiness of the otherstrange for someone who was treated badly to describe themselves as bored rather than say they feel hurtis it possible you are being selfcritical about your behaviors toward your ex girlfriend either she is unaware of her feelings or not being fully truthful with you about her feeling badly treatedsince shes putting up a barrier to communicating with you better for you to respect this than contact her by phone againconsider in a few weeks so each of you has time to think over your happiness with the other person to write her an email which states your interest to reopen the relationshipwho knows you may even decide by the end of a few weeks that youre fine without this particular relationshipdepending on her response to your email youll know whether and how much chance there is for the relationship to clear up the problems of the past and to continue
1191,how can i deal with a break up,my fiancé and i broke up he cheated on me numerous times i kept forgiving but questioning his every move he got tired and left,relationshipdissolution,cheating on you shows a lack of commitment in addition to the emotional hurt it createsprobably you didnt actually forgive him because if you did then you wouldnt have been asking questions of his every movemaybe you were open to forgiving him   in order for forgiveness to be effective the person who has done the injuring must first show some understanding and empathy for the great pain the person caused in youfrom what you write your fiancé didnt seem to have much interest in earning back your trust or in empathizing with the way his cheating effected youit is very likely his tiredness is also tiredness you feel of having to watch him all the timeas uncomfortable as adjusting with the disappointment of him leaving you the situation you describe sounds like it was unsatisfying for both of you
1192,how can i deal with a break up,my fiancé and i broke up he cheated on me numerous times i kept forgiving but questioning his every move he got tired and left,relationshipdissolution,if he as cheated on you multiple times it is not healthy for you to continue seeing him  however it takes time to heal your pain you are not a robot that can just switch off your emotions  please surround yourself with people who can support and empower you
1193,how can i deal with a break up,my fiancé and i broke up he cheated on me numerous times i kept forgiving but questioning his every move he got tired and left,relationshipdissolution,there is a grieving process after losing a relationship or any other major loss such as a job a house etc one of the things to consider is give yourself a chance to go through the tasks of mourningto accept the reality of the lossto process the pain of griefto adjust to a world without the person who has just leftto find an enduring connection with that person in the midst of embarking on a new life this could mean a lot of things but it could be holding certain memories as your ownyou may also find things that make you feel happy or comfortable its also helpful to have people who you can talk to about your feelings and people who may be able to recognize things about you that you cannot see right now such as how you are honest committed to your work a good listener etcthis takes some time try to be gentle with yourself
1194,how can i find out im being cheated on,i was in a relationship with a woman for four years we both made mistakes but i do love her    she has moved in with another lady i think she is just cheating on me to make me miss her how can i find out for sure,relationshipdissolution,has your former partner made any efforts to be in contact with you in order to restart your relationshipfrom what you describe your former partner is in a new relationshipit is possible that since you love her and would like to be together again that you are misinterpreting your former partners actionsif youd like to have more certainty as to wether your former partner is cheating or whether she is happy to be with the new partner is to contact her and ask her your questiona better road may be to accept your sad feelings that she is with someone elsesince she was meaningful to you respect the sadness you feel and that the relationship didnt continue as you wished
1195,how long do i wait on my exfiancé to choose me over his exgirlfriend,my exfiancé whom i am still seeing left me because of the pressure from all three of his teenage daughters they wanted him to try to work it out with their mom his exgirlfriend of  years he and i split three months ago but i have been seeing him pretty regularly despite the fact that he is living back with his exgirlfriend and kids he is coexisting for the kids and fighting all the time with his exgirlfriend his daughters dont want their dad with me because my two boys grown adults and on their own now had bad reputations and issues with drugs his daughters say it is embarrassing for him to be with me he and i had an absolutely amazing relationship and connect on so many levels he is getting a lot of pressure from his family and his longtime friends to do the right thing and stay with his exgirlfriend for the kids he says he wants me to wait we were going get married last year he bought me a  dress we had invitations made and everything set up but then his girls told him theyd never speak to him again if he married me he says hes trying to mend his relationship with them,relationshipdissolution,hello it seems you are in a set of circumstances that are highly uncomfortable for you do you feel those circumstances are healthy do you find pleasure being in such a place of uncertainty why do you continue to be in this situation without meaning to appear that i might be lacking in compassion you do have the option to leave the connection completely if the harm it is doing is more that the pleasure it brings you is there a benefit to being in this relationship do you consider this situation to be for your highest good is it healthy to be involved in something that is not likely healthy or perhaps could even be seen as dysfunctional in truth only you can decide the answers to these very important questions i would encourage you to think of who benefits by being in this situation and how you might be able to find happiness in other relationships that are healthier and more positive in my clinical view based on what i read this particular relationship does not carry the joy i am sure you want nor the healthy interactions you would expect in a functional romantic engagement with another personbeating yourself up about potentially wasting all this time waiting for the other person to come around will not serve a positive purpose it likely will only lower your selfesteem there is a time to wait to see how things develop and a time to move on to other experiences you are the one to make that choice but i would encourage you to connect with your inner higher self for the most clear answer chances are you already know the answer you just need to embrace it getting in touch with a counselor in your area can also help ferret out some of the deeper issues that you might not have felt comfortable expressing here
1196,how do i cope with a break up if we still live together,,relationshipdissolution,this would be very unsettling for most peopleonce a relationship is finished then starting a relationship of only roommates would require to constantly be watchful to keep the relationship businesslike and friendly and avoid acting on any romantic or partner feelings toward the other personthe best situation would be if one of you would relocate because avoiding so many feelings on a long term basis creates a lot of tension
1197,how do i cope with a break up if we still live together,,relationshipdissolution,im not sure whether youre asking for help to cope with the relationship between you or feelings that you are havingthis may be a good time to talk about what kind of relationship you want to have whether friends just people who are sharing a living space etc and what boundaries you both have as far as personal space belongings conversation etc there are a lot of different pieces to consider and it may be helpful to take a day or two to consider the ways in which you typically interact and make a list of the things that you would like to discusswhen you are discussing whatever relationship you are going to have now consider taking the time to listen to how each of you feel and think about different things that are most important to you hearing the other persons point of view does not mean that you have to agree but just the you can see where theyre coming fromif you are asking how better to cope with your own feelings there can be a lot of different emotional reactions to a breakup it is certainly expected that you could have lots of feelings related to sadness nervousness anger and many other things having these emotions is okay if you find that it is difficult to eat or sleep beyond a few days or its difficult for you to follow through with other daily activities you may consider talking with a local therapist it can be helpful to have someone there to discuss thoughts and feelings that you have and be there to help you consider your next steps try to be patient with yourself as you work through this
1198,how can i move forward from my boyfriend leaving me with no explanation,,relationshipdissolution,yes you can move on from a relationship that ends abruptly with no explanation one way you can do this is by creating your own narrative around what happened chances are you were not fully getting what you wanted out of the relationship either he just happened to be the one that called it quits first start by sitting down with a journal and summarizing the time line of the relationship include both the good and bad the ups and downs when you get to the finale of your  story you create the ending  do not frame yourself as the victim think about what was most likely going on in his head usually there are clues that we might not see clearly until after the fact write about what you learned from the relationship and the positive growth you experienced be thankful that you were released from continuing any further with someone who was not meant to be your longterm partner but express gratefulness for the season and all you learned
1199,how do i let go of someone who continues to hurt me,ive been in an on an off relationship with a this man for almost  years even though i care about him he continues to hurt me    he and his wife were separated when we met now hes going through a really difficult divorce from her and is taking it really hard i want to end this relationship but i dont feel like i can how can i let go,relationshipdissolution,hello and thank you for your question boy ending relationships is tough isnt it sometimes its tough even when we are  sure that it is the right thing to doi am going to give you some of my thoughts and hopefully some colleagues will add some others one of the things that i want to point out is that letting go is not really a thing in other words its not really something you can reach out and grab its more of a process this is good news because you dont necessarily have to be at the end of the process to end an unhealthy relationship we just have to accept that there will be feelings that come up even after the relationship is over for example someone can end an unhealthy relationship today but then be reminded of the good times on what would have been their anniversary this could make the person very sad they may even regret ending the relationship for a little while it would important then for the person to remind themselves why the relationship needed to end and that they are healthier because of it this is relevant for you its hard to walk away from a relationship we fear all kinds of things including being single sometimes its helpful to compare what you are getting out of the relationship to what you want from a relationship its helpful to be honest about what we have given up for an unhealthy relationship its fine to admit uncertainly about ending things its okay to be afraid its okay to have moments of doubt and sadness along with a dash of guilt and even with all of that someone can still leave if it is the healthiest thing for them they can have sadness later on and still not go backit sounds like you are feeling responsible for making sure he is okay because of this divorce the truth is that there is not necessarily a perfect time to end any relationship there would be no guarantee that he would be doing any better after the divorce sometimes not making decisions stresses us out a lot more than making a decision and living with the consequences both good and bad you may be at that crossroads be wellrobin j landwehr dbh lpc ncc
1200,how do i let go of someone who continues to hurt me,ive been in an on an off relationship with a this man for almost  years even though i care about him he continues to hurt me    he and his wife were separated when we met now hes going through a really difficult divorce from her and is taking it really hard i want to end this relationship but i dont feel like i can how can i let go,relationshipdissolution,first decide what you truly would like in the current relationship understand your reasons for staying in the relationshipthree years is a substantial amount of time to be involved with someone   whatever attachment you feel toward this man is deep and complexinstead of deciding to leave or not leave change your question to figuring out your satisfactions and dissatisfaction with the man also important is to tell the man your feelingswhatever problem you are feeling may become clarified by discussing what bothers youat the very least you will give the guy a chance to show how interested he actually is in the tension you currently feel and have felt for a while
1201,why is it so hard for me to be social,i was in a relationship for almost five years we were friends for a few years before we got into a relationship he was a caring friendly and charming guy up until three and a half years in he started controlling me who i hung out with where i was at all times and he had a huge hissy fit if i tried to ask him the same questions all that time he just liked me as a friend and was cheating on me with my socalled friends at the end he was a nasty and narcissistic person now its hard to be social,relationshipdissolution,it sounds like you had a very confusing and painful experience in this relationship and now you feel hesitant to let yourself get close to people it is understandable that when we are hurt in relationships we may have trouble trusting and allowing ourselves to be vulnerable with otherstherapy is a great place to explore the roots of present difficulties in relationships to unpack what happened in prior relationships and to find new ways to show up in relationships so that we can have the relaxed intimacy that we want often relationship difficulties represent patterns of relating that we learn early in life which we may feel compelled to act on outside of our awareness and therapy provides an opportunity to become more aware of these patterns so that we can change them enabling us to feel secure and to seek out satisfying companionship
1202,im having problems moving on,were not together but im still doing things for him and we are intimate hes not there for his son,relationshipdissolution,you didnt ask a direct question because i feel from what you wrote you already know the answer  i hate to sound harsh but i am a therapist that call it how i see it so brace yourselfyou will always continue to have problems with letting your childs father go as long as youdont love or respect yourself firstdont love and respect your sondont demand respect as a woman and mothergive up the goods regardless of what he does for you or your sondont hold your son as a priority in your lifehave self worth of a  etci have a feeling you are sayingi do love my son and hold him as a priority even if you dont do it for yourselfi would askare your actions of allowing such disrespect from his father proof of thati know what i have said may have gotten under your skini want it to because i feel that you have a conscience want to do better know you and your son deserve better and you can do better  believe in yourself and that you and your son do desire better and it starts with you setting boundaries with his father  you can do  it
1203,is my husband having a midlife crisis,my husband told me last year he never loved me and should have never married me hes been talking about divorce but he hasnt filed now he has a girlfriend and he abandoned me and his kids he has no financial help and he has been out of the home for four months he became very angry and mean he says its all my fault and that were not compatible,relationshipdissolution,its hard to say that it is a midlife crisis stage  could be but so much more seems to be going on or have been going on to say with confidence that it is not much more
1204,im not sure if i want to trust my husband again,my husband used a lot of negative words to hurt me and i moved out he is seeing a counselor and wants another chance to make things right im not sure if i trust that he will not go back to his old ways,relationshipdissolution,i am glad he is seeing a counselor  that is something that most men struggle with doing at times  time will tell if his actions are of good intentions  however remember that a person can only do to you what you allow them to do in relationships   what part did you play  did you down play his disrespect at one time  did you give up the power of your own voice  did you lose yourself in the relationship and it became just one sided  did you allow him to make you doubt yourself   in others words if you do decide to give him another chance what would you do different  not saying that you are the blame or cause of the negative words at all but dont allow such disrespect from him or anyone else in the future  if you do decide to give it another try go in with a voice with the demand of respect with your needs and wants expressed and expected  with an increase in your self worth and confidence you will know what to do if his actions are true or if with dishonest intentions   seek counseling as well if you need that additional support to find self
1205,why do i still feel a connection with my exboyfriend that hurt me very badly,my exboyfriend boyfriend and i lived together he had a two year affair with a girl and had three pregnancies with her one was an abortion another was a miscarriage and then she had the third baby they are not together but he continues to contact me and wants me back he has nothing to offer me,relationshipdissolution,hi atticathis is a question i think a lot of people deal withthey feel confusion about why they cant forget about or get over or stop connecting with someone who they absolutely know isnt good for them in your case part of the problem is that he keeps trying to get back in touch with you for some people honestly its a game to see how much power they have over you or its their need to control you if you dont want contact from this person its really important to give him clear messages about boundaries dont contact me again and then ignore all of their communications any interactions or responses from you at all will feed their behaviour remind yourself why you dont want to be with them i hear you doing that already when you say he has nothing to offer me thats great selftalkbut lets get back to the question of why we have a hard time letting go of people like this sometimes its because we still hope they will change maybe we remember who they used to be or how they used to treat us and we think it can go back to the way it felt in those good old days the problem there is that over the first few years as intimacy grows people tend to show more of who they are not less so what theyre eventually showing you is who they are and what theyre capable of people do change and grow but it wont happen at your pace accept that person for who they are and stop expecting them to change another reason we cant let go is because we picture our ex with someone new in the future and we wonder if they will be a better person for the next partner in their life this is a normal but not a healthy thought its as though we want them to stay maybe apologize and heal our hurts maybe make up for past mistakes you deserve that healing you deserve better than you got you deserve apologies but to expect that from the person who hurt you and hasnt demonstrated that compassion as yet is probably foolhardy it is my belief that underlying some of the above scenarios is the deep belief that we must somehow be responsible for the hurts our exes have caused if you blame yourself in any way for someones poor treatment of you you will be dancing around trying to do things differently so that they can treat you better it will be impossible to let go because you blame yourself for their behavioursdraw a line their behaviours are about them not you and the only solution is to challenge and reduce thoughts of them and create physical and emotional distance these things plus time will help the events of the past fade from importance
1206,ive been separated from my husband for six months and he still has not filed for divorce,my husband and i got into a huge dispute he said he wanted a divorce and i left i still come home a lot and see my kids and he has not filed yet even though he still said he is what does that mean for our marriage,relationshipdissolution,in any relationship including marriage each partner will be better able to do their part by understanding their own interests and wishesconcentrate more on what youd like from your marriage  this will naturally raise the questions and criteria of what to talk with your husband about and what to ask of himthink over whether you wish to divorce or notsince he hasnt taken any action then for the moment you can assume he is not sure of what he wantsonce you feel a little more clear on your opinion about your marriage including feeling uncertain if youd like it to end or continue then you will be able to tell your husband the suggestions you have for resolving the dispute matter and emotionstry to redirect your speculations about what does he want i wonder what hes thinking back to answering these very reasonable questions about yourselfthis will strengthen your own purpose in clarifying where to start and guide a discussion with himgood luck
1207,ive been separated from my husband for six months and he still has not filed for divorce,my husband and i got into a huge dispute he said he wanted a divorce and i left i still come home a lot and see my kids and he has not filed yet even though he still said he is what does that mean for our marriage,relationshipdissolution,in situations like this in most cases he probably will not fill anytime soon its more of the fact that he isnt ready to give that life yet now if you probably pressured him about it then yes he would probably give in but if it hasnt been a big issue anymore or something you guys arent talking about then right now everything is on a hold
1208,can our marriage still be saved,in  my former husband of  years walked away from my life and weve been separated ever since we have always been together sexually and both have experienced sleeping with others i stopped because i wanted my marriage to work out but he did not if he stops sleeping with other women can our marriage be saved or should we just part ways i still care deeply about him after all that i did and he has done but he is seeing someone else on and off for years now will our marriage still be saved if he decides that he wants to try to do so,relationshipdissolution,sorry to hear about the stress in your relationship  there is definite value in being clear as you are about your own emotional investment in your husband and that you expect sexual exclusivity from him as part of the foundation of your marriagealso positive is your awareness that only your husband is the one who must similarly decide his own standards of being sexually exclusive to you or notwhether your marriage can be saved depends on what each person is willing to accept about the other oneis sleeping with other women the only criterion of what will satisfy you about being together with your husbandlove and care are not enough to make a marriage work partners need to be able to compromise and cooperate with each other that you care for him definitely intensifies any emotion you feel toward your husband  it intensifies any frustration and sadness about the relationship toodecide how much emotional sadness and hurt youre willing to tolerate and the reason youre willing to do sofrom what you write you are being very generous of yourself and not being reciprocated for thisif your husband doesnt start taking steps toward satisfying your wishes this may be your time to question your own generosity in waiting for him to do so
1209,my husband and i are separated im so scared of getting divorced,i keep on begging him to come back i am so unhappy with him but am so scared of being a single parent to our son i was abused as a little girl and that has made to be very abusive to men what should i do,relationshipdissolution,major change frightens almost everybodydont be so afraid of your fear that you let yourself beg and are willing to accept unhappiness as a standard in your marriageif you start considering that life can be better than what is current for you now new possibilities and ideas will start developing in your mindconsider finding a therapist so that you have private space to talk in detail about your fears and the new ways of seeing your selfa therapy relationship since it is safe and supportive will be a good balance to having been abused suffered and unhappy
